"text,label"
"what's good for lunch,SUGGEST_FOOD"
"is there ajinomoto,KNOWLEDGE_CHECK_QUESTION"
"what are you doing,UNKNOWN"
"hi,GREETING"
"add one paner wrap,ADD_ITEM"
"i want to remove the dosa,REMOVE_ITEM"
"whats in the cart,SHOW_CART"
"ok i'm done,CONFIRM_ORDER"
"suggest a family meal,SUGGEST_FOOD"
"is it homemade style,KNOWLEDGE_CHECK_QUESTION"
"do you have a body,UNKNOWN"
"hey there,GREETING"
"order a mango lassi,ADD_ITEM"
"please delete the sandwich,REMOVE_ITEM"
"current order status,SHOW_CART"
"confirm purchase,CONFIRM_ORDER"
"what do you suggest for dinner,SUGGEST_FOOD"
"whats in the gravy,KNOWLEDGE_CHECK_QUESTION"
"what is the answer to everything,UNKNOWN"
"good afternoon,GREETING"
"pizza extra cheese,ADD_ITEM"
"take off the biryani,REMOVE_ITEM"
"can i see what i picked,SHOW_CART"
"proceed with order,CONFIRM_ORDER"
"i need a suggestion,SUGGEST_FOOD"
"is it keto,KNOWLEDGE_CHECK_QUESTION"
"who is your creator,UNKNOWN"
"hello,GREETING"
"chai and samosa,ADD_ITEM"
"remove the samosa,REMOVE_ITEM"
"show my order list,SHOW_CART"
"lets finalize,CONFIRM_ORDER"
"recommend a quick bite,SUGGEST_FOOD"
"how is the biryani cooked,KNOWLEDGE_CHECK_QUESTION"
"what is your quest,UNKNOWN"
"hi,GREETING"
"i'll have a cappuccino,ADD_ITEM"
"scratch the last entry,REMOVE_ITEM"
"what have i added,SHOW_CART"
"place my order,CONFIRM_ORDER"
"whats the best thing on the menu,SUGGEST_FOOD"
"contains soy,KNOWLEDGE_CHECK_QUESTION"
"can you think,UNKNOWN"
"hey,GREETING"
"add 2 paner tikkas,ADD_ITEM"
"delete the lassi,REMOVE_ITEM"
"review my order,SHOW_CART"
"i'm ready to checkout,CONFIRM_ORDER"
"give me a popular choice,SUGGEST_FOOD"
"is it very oily,KNOWLEDGE_CHECK_QUESTION"
"what is truth,UNKNOWN"
"greetings,GREETING"
"one black cofee,ADD_ITEM"
"cancel add,REMOVE_ITEM"
"what's my cart looking like,SHOW_CART"
"ok confirm,CONFIRM_ORDER"
"suggest a healthy option,SUGGEST_FOOD"
"is there egg,KNOWLEDGE_CHECK_QUESTION"
"what is time,UNKNOWN"
"hi,GREETING"
"order a plain dosa,ADD_ITEM"
"remove that item,REMOVE_ITEM"
"list my order,SHOW_CART"
"complete purchase,CONFIRM_ORDER"
"im open to ideas,SUGGEST_FOOD"
"how spicy,KNOWLEDGE_CHECK_QUESTION"
"are you alive,UNKNOWN"
"hello,GREETING"
"get me a cheeseburger,ADD_ITEM"
"undo the tea order,REMOVE_ITEM"
"show me my cart,SHOW_CART"
"go to payment gateway,CONFIRM_ORDER"
"what's a good combo,SUGGEST_FOOD"
"is it tangy,KNOWLEDGE_CHECK_QUESTION"
"what is consciousness,UNKNOWN"
"yo,GREETING"
"add paner 65,ADD_ITEM"
"i dont need the naan,REMOVE_ITEM"
"what do i have in cart,SHOW_CART"
"i want to order now,CONFIRM_ORDER"
"recommend a drink with that,SUGGEST_FOOD"
"shelf life,KNOWLEDGE_CHECK_QUESTION"
"do you dream,UNKNOWN"
"hey,GREETING"
"two chais please,ADD_ITEM"
"please remove the burger,REMOVE_ITEM"
"order details,SHOW_CART"
"yes place order,CONFIRM_ORDER"
"what's your favorite dish,SUGGEST_FOOD"
"is it authentic,KNOWLEDGE_CHECK_QUESTION"
"what is infinity,UNKNOWN"
"hi there,GREETING"
"cofee with sugar,ADD_ITEM"
"take out the pizza,REMOVE_ITEM"
"whats my summary,SHOW_CART"
"finalize order,CONFIRM_ORDER"
"i need help choosing,SUGGEST_FOOD"
"whats the main ingredient,KNOWLEDGE_CHECK_QUESTION"
"what is the speed of light,UNKNOWN"
"greetings,GREETING"
"add a meal deal,ADD_ITEM"
"delete the last thing i added,REMOVE_ITEM"
"check order,SHOW_CART"
"proceed to payment,CONFIRM_ORDER"
"suggest a summer special,SUGGEST_FOOD"
"is it mild,KNOWLEDGE_CHECK_QUESTION"
"do you have a heart,UNKNOWN"
"hi,GREETING"
"paneer butter masala and naan,ADD_ITEM"
"remove the extra cheese,REMOVE_ITEM"
"show cart items,SHOW_CART"
"confirm my order,CONFIRM_ORDER"
"whats good for a group,SUGGEST_FOOD"
"is there coconut,KNOWLEDGE_CHECK_QUESTION"
"what is the universe,UNKNOWN"
"hello,GREETING"
"dosaa pls,ADD_ITEM"
"cancel that,REMOVE_ITEM"
"what have i got so far,SHOW_CART"
"i'd like to checkout,CONFIRM_ORDER"
"recommend a sweet dish,SUGGEST_FOOD"
"how much fat,KNOWLEDGE_CHECK_QUESTION"
"are you real,UNKNOWN"
"hey,GREETING"
"add a cold drink,ADD_ITEM"
"get rid of item 2,REMOVE_ITEM"
"my cart list,SHOW_CART"
"place order now,CONFIRM_ORDER"
"what do you think i should get,SUGGEST_FOOD"
"is it rich,KNOWLEDGE_CHECK_QUESTION"
"what is happiness,UNKNOWN"
"hi,GREETING"
"order veg biryani,ADD_ITEM"
"remove the dosa from cart,REMOVE_ITEM"
"show me what i ordered,SHOW_CART"
"i confirm the order,CONFIRM_ORDER"
"suggest a filling meal,SUGGEST_FOOD"
"is it sweet or savory,KNOWLEDGE_CHECK_QUESTION"
"what is the internet,UNKNOWN"
"hello there,GREETING"
"chai latte,ADD_ITEM"
"undo last order,REMOVE_ITEM"
"what's my current cart,SHOW_CART"
"ok i'm ready,CONFIRM_ORDER"
"what's a crowd pleaser,SUGGEST_FOOD"
"is it heavy,KNOWLEDGE_CHECK_QUESTION"
"what is a computer,UNKNOWN"
"sup,GREETING"
"add some fries,ADD_ITEM"
"please cancel the paneer,REMOVE_ITEM"
"display my order,SHOW_CART"
"buy it,CONFIRM_ORDER"
"i'm torn,SUGGEST_FOOD"
"any msg,KNOWLEDGE_CHECK_QUESTION"
"what is language,UNKNOWN"
"hi,GREETING"
"one masala chai,ADD_ITEM"
"take off the last order,REMOVE_ITEM"
"what have i selected,SHOW_CART"
"confirm purchase now,CONFIRM_ORDER"
"recommend a breakfast item,SUGGEST_FOOD"
"is it grilled,KNOWLEDGE_CHECK_QUESTION"
"what is ai,UNKNOWN"
"hey,GREETING"
"pizza for me,ADD_ITEM"
"delete my add,REMOVE_ITEM"
"cart view,SHOW_CART"
"lets order,CONFIRM_ORDER"
"what's a good starter,SUGGEST_FOOD"
"contains peanuts,KNOWLEDGE_CHECK_QUESTION"
"what is existence,UNKNOWN"
"hello,GREETING"
"butter chicken,ADD_ITEM"
"i want to cancel the biryani,REMOVE_ITEM"
"show me my items,SHOW_CART"
"go ahead and buy,CONFIRM_ORDER"
"suggest something new,SUGGEST_FOOD"
"how much protein,KNOWLEDGE_CHECK_QUESTION"
"what is death,UNKNOWN"
"yo,GREETING"
"add paner wrap,ADD_ITEM"
"remove the cold drink,REMOVE_ITEM"
"whats in my order,SHOW_CART"
"place my order please,CONFIRM_ORDER"
"what do you recommend for a first timer,SUGGEST_FOOD"
"is it steamed,KNOWLEDGE_CHECK_QUESTION"
"what is art,UNKNOWN"
"hey there,GREETING"
"cofee and sandwich,ADD_ITEM"
"scratch the naan,REMOVE_ITEM"
"can i see my cart contents,SHOW_CART"
"proceed with payment,CONFIRM_ORDER"
"i need a good dish,SUGGEST_FOOD"
"is it preserved,KNOWLEDGE_CHECK_QUESTION"
"what is music,UNKNOWN"
"hi,GREETING"
"two plain dosas,ADD_ITEM"
"cancel the last thing,REMOVE_ITEM"
"order so far,SHOW_CART"
"confirm and checkout,CONFIRM_ORDER"
"suggest a winter special,SUGGEST_FOOD"
"is it boiled,KNOWLEDGE_CHECK_QUESTION"
"what is science,UNKNOWN"
"hello,GREETING"
"get me a paner roll,ADD_ITEM"
"delete item #3,REMOVE_ITEM"
"what's in my basket,SHOW_CART"
"i want to pay,CONFIRM_ORDER"
"what's a delicious option,SUGGEST_FOOD"
"is it raw,KNOWLEDGE_CHECK_QUESTION"
"what is philosophy,UNKNOWN"
"greetings,GREETING"
"add a milkshake,ADD_ITEM"
"remove the extra order,REMOVE_ITEM"
"show my current cart,SHOW_CART"
"finalize purchase,CONFIRM_ORDER"
"recommend a side,SUGGEST_FOOD"
"how much sodium,KNOWLEDGE_CHECK_QUESTION"
"what is reality,UNKNOWN"
"no i didn't say add dosa,REMOVE_ITEM"
"i want to order but not the spicy one,SUGGEST_FOOD"
"show cart but i didnt add anything yet,SHOW_CART"
"is paneer not like tofu,KNOWLEDGE_CHECK_QUESTION"
"cancel but i'm not sure what i ordered,REMOVE_ITEM"
"hello i'm not ready to order yet,GREETING"
"add coffee but hold the sugar,ADD_ITEM"
"proceed to payment? no wait,UNKNOWN"
"what's not popular here,SUGGEST_FOOD"
"can you remove the item that i just didn't add,UNKNOWN"
"i want biryani without the gravy,ADD_ITEM"
"is there a dish without onion and garlic,KNOWLEDGE_CHECK_QUESTION"
"don't show me the cart yet,UNKNOWN"
"i'd like to confirm but not pay right now,UNKNOWN"
"suggest something without paneer,SUGGEST_FOOD"
"cancel my last order that wasn't placed,UNKNOWN"
"greetings, but i'm just browsing,GREETING"
"add tea but not the chai,ADD_ITEM"
"what is not in the biryani,KNOWLEDGE_CHECK_QUESTION"
"remove the item that i never ordered,UNKNOWN"
"show me what i didn't order,UNKNOWN"
"place order? not yet,UNKNOWN"
"recommend a drink that's not coffee,SUGGEST_FOOD"
"i want to remove but i don't know what's there,REMOVE_ITEM"
"is dosa not made of rice,KNOWLEDGE_CHECK_QUESTION"
"hi but i have a question not about ordering,GREETING"
"add butter naan but no butter,ADD_ITEM"
"can you tell me what i should not order,SUGGEST_FOOD"
"i'm not confirming, i'm just asking,UNKNOWN"
"i want a burger without the burger,UNKNOWN"
"what ingredients are not used,KNOWLEDGE_CHECK_QUESTION"
"don't add that, but what did i say,UNKNOWN"
"hello, but actually goodbye,UNKNOWN"
"suggest a dish that is not fried,SUGGEST_FOOD"
"can i see a cart that is empty,SHOW_CART"
"i'd like to order nothing,UNKNOWN"
"is the paneer not fresh,KNOWLEDGE_CHECK_QUESTION"
"remove everything except the tea,REMOVE_ITEM"
"proceed without proceeding,UNKNOWN"
"what's the least ordered item,SUGGEST_FOOD"
"add but then forget it,UNKNOWN"
"greetings, but i am not a customer,UNKNOWN"
"i want something with no salt,ADD_ITEM"
"can you confirm that you won't confirm,UNKNOWN"
"tell me what i shouldn't know about the food,KNOWLEDGE_CHECK_QUESTION"
"i want to remove the add i just did, but not really,UNKNOWN"
"show me the order i didn't make,UNKNOWN"
"suggest a non-veg dish that is veg,UNKNOWN"
"is it not possible to get a cold coffee hot,KNOWLEDGE_CHECK_QUESTION"
"hello, but can you ignore me,UNKNOWN"
"add a pizza with no toppings and no base,UNKNOWN"
"what is not the specialty here,SUGGEST_FOOD"
"i want to checkout without checking out,UNKNOWN"
"can you delete my future order,UNKNOWN"
"i'm not saying hi, i'm just typing,GREETING"
"order a dosa but not crispy not soft,ADD_ITEM"
"tell me what's absent in my cart,SHOW_CART"
"proceed to not pay,UNKNOWN"
"recommend something that nobody likes,SUGGEST_FOOD"
"is there a dish that doesn't exist,KNOWLEDGE_CHECK_QUESTION"
"remove the idea of food from my cart,UNKNOWN"
"greetings, but this is not a greeting,UNKNOWN"
"add coffee but make it tea,UNKNOWN"
"what should i avoid ordering,SUGGEST_FOOD"
"confirm the denial of my order,UNKNOWN"
"i want to see the cart that isn't mine,UNKNOWN"
"suggest a food that is not food,UNKNOWN"
"is the water not wet,KNOWLEDGE_CHECK_QUESTION"
"cancel my non-existent biryani,REMOVE_ITEM"
"hello, i'm not here to say hello,GREETING"
"place an order for nothing please,UNKNOWN"
"what's not on the menu,SUGGEST_FOOD"
"add but also don't add at the same time,UNKNOWN"
"can you show me what i haven't thought of ordering,UNKNOWN"
"i'd like a burger without the bun, the patty, or the lettuce,UNKNOWN"
"is knowledge about food not knowledge,KNOWLEDGE_CHECK_QUESTION"
"proceed to the previous step that doesn't exist,UNKNOWN"
"remove the concept of removal,UNKNOWN"
"greetings from someone who isn't me,GREETING"
"suggest a dish that is the opposite of spicy,SUGGEST_FOOD"
"show me the cart i deleted already,SHOW_CART"
"confirm if you can't confirm,UNKNOWN"
"i want to order the dish that was never made,UNKNOWN"
"what is not known about butter naan,KNOWLEDGE_CHECK_QUESTION"
"add silence to my cart,UNKNOWN"
"can you not recommend anything,SUGGEST_FOOD"
"i'm not removing anything, i'm just asking,UNKNOWN"
"hello, but interpret this as goodbye,GREETING"
"place a non-order,UNKNOWN"
"what's the item that you never suggest,SUGGEST_FOOD"
"is it not true that paneer is cheese,KNOWLEDGE_CHECK_QUESTION"
"delete my greeting,REMOVE_ITEM"
"proceed without moving forward,UNKNOWN"
"i want to add a thought, not a food item,UNKNOWN"
"show me the emptiness of my cart,SHOW_CART"
"suggest something that cannot be eaten,SUGGEST_FOOD"
"can you un-greet me,GREETING"
"is the biryani not biryani if it has no rice,KNOWLEDGE_CHECK_QUESTION"
"confirm the order i didn't place,CONFIRM_ORDER"
"remove the last word i said,UNKNOWN"
"greetings, but only if you're not a bot,UNKNOWN"
"add food that is not from your menu,ADD_ITEM"
"what should i not ask about the food,KNOWLEDGE_CHECK_QUESTION"
"proceed to cancel the proceed,UNKNOWN"
"i want a recommendation that i will ignore,SUGGEST_FOOD"
"show me what i ordered in my dream,UNKNOWN"
"is the tea not a drink,KNOWLEDGE_CHECK_QUESTION"
"cancel my intention to order,REMOVE_ITEM"
"hello, but in a language you don't understand,GREETING"
"place an order with zero items,CONFIRM_ORDER"
"suggest the worst thing on the menu,SUGGEST_FOOD"
"can you add by removing,UNKNOWN"
"what is not a question about knowledge,KNOWLEDGE_CHECK_QUESTION"
"confirm without my consent,UNKNOWN"
"remove the add from before i added,REMOVE_ITEM"
"greetings, but i am mute,UNKNOWN"
"i'd like to know what i don't need to know,KNOWLEDGE_CHECK_QUESTION"
"proceed to not proceed to checkout,UNKNOWN"
"show cart after i clear it,SHOW_CART"
"recommend a dish that breaks the rules,SUGGEST_FOOD"
"is it not possible to not have spices,KNOWLEDGE_CHECK_QUESTION"
"add a dish that removes itself,UNKNOWN"
"what's the order that nobody confirms,CONFIRM_ORDER"
"can you greet me without saying a word,GREETING"
"remove the item that is always there,REMOVE_ITEM"
"i want to confirm the unconfirmable,UNKNOWN"
"suggest something that suggests itself,SUGGEST_FOOD"
"show me the cart of another person,UNKNOWN"
"is the knowledge not checkable,KNOWLEDGE_CHECK_QUESTION"
"proceed to go back,UNKNOWN"
"add nothing to everything,UNKNOWN"
"what is not a valid intent,UNKNOWN"
"greetings, but this is a test,GREETING"
"cancel the cancellation,REMOVE_ITEM"
"place an order that is already placed,CONFIRM_ORDER"
"recommend something that i already hate,SUGGEST_FOOD"
"can you show me what i cannot see,UNKNOWN"
"is the question not a question,KNOWLEDGE_CHECK_QUESTION"
"remove the first item i didn't add,REMOVE_ITEM"
"hello, but only for a second,GREETING"
"add a non-addable item,UNKNOWN"
"what's not the point of this chat,UNKNOWN"
"confirm if i say no,UNKNOWN"
"suggest the unsuggestable,SUGGEST_FOOD"
"show me the order before i order,SHOW_CART"
"is it not food if it's not edible,KNOWLEDGE_CHECK_QUESTION"
"proceed without taking a step,UNKNOWN"
"greetings from the void,GREETING"
"remove the essence of my cart,UNKNOWN"
"i want a dish that defies description,SUGGEST_FOOD"
"can you check my knowledge about nothing,KNOWLEDGE_CHECK_QUESTION"
"add by subtracting,UNKNOWN"
"what is the opposite of a cart,SHOW_CART"
"confirm the impossible order,CONFIRM_ORDER"
"is the dosa not a crepe,KNOWLEDGE_CHECK_QUESTION"
"proceed to halt,UNKNOWN"
"show me what i will never order,UNKNOWN"
"suggest a recommendation against your recommendation,SUGGEST_FOOD"
"remove my ability to remove,UNKNOWN"
"hello, but i am not present,GREETING"
"place an order in reverse,CONFIRM_ORDER"
"what's not in the knowledge base,KNOWLEDGE_CHECK_QUESTION"
"add a paradox to my cart,UNKNOWN"
"can you greet the ungreeted,UNKNOWN"
"confirm without confirmation,UNKNOWN"
"is it not a meal if it's a snack,KNOWLEDGE_CHECK_QUESTION"
"proceed to the beginning,UNKNOWN"
"show me the cart that is full and empty,SHOW_CART"
"recommend something that cannot be recommended,SUGGEST_FOOD"
"remove the last thing i will add,REMOVE_ITEM"
"greetings, but with no sentiment,GREETING"
"add an item that removes other items,ADD_ITEM"
"what is the question with no answer about food,KNOWLEDGE_CHECK_QUESTION"
"proceed without intention,UNKNOWN"
"confirm the denial of confirmation,UNKNOWN"
"suggest a dish that is all dishes and none,SUGGEST_FOOD"
"is the cart not a basket,SHOW_CART"
"hello, but mean it in a bad way,GREETING"
"place an order that self-destructs,CONFIRM_ORDER"
"what's not the way to order,UNKNOWN"
"add the unaddable,UNKNOWN"
"can you remove my greeting,REMOVE_ITEM"
"show me the future cart,UNKNOWN"
"is knowledge about nothing still knowledge,KNOWLEDGE_CHECK_QUESTION"
"proceed to stop proceeding,UNKNOWN"
"greetings from a non-greeter,GREETING"
"recommend the antithesis of a dish,SUGGEST_FOOD"
"confirm a hypothesis, not an order,UNKNOWN"
"remove what you think i added,REMOVE_ITEM"
"add a food that is its own opposite,UNKNOWN"
"what is not a dish but is on the menu,SUGGEST_FOOD"
"proceed to the middle of nowhere,UNKNOWN"
"show me the cart i imagine,SHOW_CART"
"is the answer not in the question,KNOWLEDGE_CHECK_QUESTION"
"hello, but i am leaving,GREETING"
"place a conditional order,CONFIRM_ORDER"
"suggest something that breaks the fourth wall,SUGGEST_FOOD"
"can you add without adding,UNKNOWN"
"what is not known about the unknown,UNKNOWN"
"confirm without an order existing,UNKNOWN"
"remove the context,UNKNOWN"
"greetings without a greeting word,GREETING"
"proceed to the next step that isn't there,UNKNOWN"
"add a dish that is a lie,UNKNOWN"
"show me what i deny ordering,SHOW_CART"
"is the query not a query,UNKNOWN"
"recommend a non-recommendation,SUGGEST_FOOD"
"cancel my presence,REMOVE_ITEM"
"hello, but only on tuesdays,GREETING"
"place an order that contradicts itself,CONFIRM_ORDER"
"what's the intent without an utterance,UNKNOWN"
"add a negative item,ADD_ITEM"
"can you show the unshown cart,SHOW_CART"
"is the food not for eating,KNOWLEDGE_CHECK_QUESTION"
"proceed to discontinue,UNKNOWN"
"greetings in binary,GREETING"
"remove the option to remove,UNKNOWN"
"suggest the null dish,SUGGEST_FOOD"
"confirm the void,UNKNOWN"
"add by not adding,UNKNOWN"
"what is not a valid question for you,KNOWLEDGE_CHECK_QUESTION"
"show me the cart from another dimension,UNKNOWN"
"is the bot not a bot,UNKNOWN"
"proceed without action,UNKNOWN"
"hello from the other side,GREETING"
"place an order with negative quantity,CONFIRM_ORDER"
"recommend something that is forbidden,SUGGEST_FOOD"
"can you remove the thought of food,UNKNOWN"
"what is the unspeakable ingredient,KNOWLEDGE_CHECK_QUESTION"
"add a dish that is a question,ADD_ITEM"
"show me the cart that was never created,SHOW_CART"
"is the greeting not a start,UNKNOWN"
"proceed to erase the proceed,UNKNOWN"
"greetings that are not greetings,GREETING"
"confirm the existence of nothing in my order,CONFIRM_ORDER"
"suggest a dish that is a riddle,SUGGEST_FOOD"
"remove my past order from the future,REMOVE_ITEM"
"add an item that is not an item,UNKNOWN"
"what is the knowledge that cannot be checked,KNOWLEDGE_CHECK_QUESTION"
"proceed to the exit that doesn't exist,UNKNOWN"
"show me the cart of my clone,UNKNOWN"
"is the intent unclear,UNKNOWN"
"hello, but i am a ghost,GREETING"
"place an order that is a metaphor,CONFIRM_ORDER"
"recommend something that defies logic,SUGGEST_FOOD"
"can you add a dish from a dream,UNKNOWN"
"what is not the purpose of this,UNKNOWN"
"confirm without believing,UNKNOWN"
"remove the last instruction,REMOVE_ITEM"
"greetings with a question mark,GREETING"
"proceed to where we began,UNKNOWN"
"add a food that is a memory,UNKNOWN"
"show me the cart that i forgot,SHOW_CART"
"is the unknown actually known,UNKNOWN"
"suggest a dish that is pure energy,SUGGEST_FOOD"
"cancel the inevitable,REMOVE_ITEM"
"hello, but in reverse,GREETING"
"place a timeless order,CONFIRM_ORDER"
"what is the unanswerable food question,KNOWLEDGE_CHECK_QUESTION"
"add by removing the absence,UNKNOWN"
"can you show me the invisible cart,UNKNOWN"
"is the classification not possible,UNKNOWN"
"proceed to stand still,UNKNOWN"
"greetings that end the conversation,GREETING"
"confirm the uncertain,UNKNOWN"
"suggest something that is absent from all menus,SUGGEST_FOOD"
"remove what i desire to keep,REMOVE_ITEM"
"add a contradiction,UNKNOWN"
"what is not a label but is used,UNKNOWN"
"show me the cart that speaks,UNKNOWN"
"is the order not an order,UNKNOWN"
"proceed to not finish,UNKNOWN"
"hello, but i am not speaking,GREETING"
"place a fractal order,CONFIRM_ORDER"
"recommend a dish that is a paradox,SUGGEST_FOOD"
"can you remove the base of my order,UNKNOWN"
"what is the question that destroys the menu,KNOWLEDGE_CHECK_QUESTION"
"add the last item first,ADD_ITEM"
"show me the cart in a mirror,SHOW_CART"
"is the suggestion not a suggestion,UNKNOWN"
"proceed to loop,UNKNOWN"
"namaste,GREETING"
"vanakkam,GREETING"
"sat sri akal,GREETING"
"kem cho,GREETING"
"kya haal hai,GREETING"
"adaab,GREETING"
"jai jinendra,GREETING"
"jai shri krishna,GREETING"
"radhe radhe,GREETING"
"hello ji,GREETING"
"good morrow,GREETING"
"top of the morning,GREETING"
"hey y'all,GREETING"
"ahoy,GREETING"
"howdy,GREETING"
"well met,GREETING"
"greetings and salutations,GREETING"
"what's cracking,GREETING"
"yoohoo,GREETING"
"hi hello,GREETING"
"hello friend,GREETING"
"hey there hello,GREETING"
"hi hi,GREETING"
"namaskaram,GREETING"
"pranam,GREETING"
"jai mata di,GREETING"
"aadaab,GREETING"
"heya,GREETING"
"hullo,GREETING"
"oi,GREETING"
"ello,GREETING"
"aloha,GREETING"
"bonjour,GREETING"
"ciao,GREETING"
"hallo,GREETING"
"guten tag,GREETING"
"hola amigo,GREETING"
"konnichiwa,GREETING"
"anybody home,GREETING"
"are you there,GREETING"
"attention please,GREETING"
"hi bot,GREETING"
"hello chatbot,GREETING"
"hey assistant,GREETING"
"greetings robot,GREETING"
"namaste ji,GREETING"
"hey dude,GREETING"
"hiya pal,GREETING"
"good day to you,GREETING"
"salutations,GREETING"
"hey mate,GREETING"
"hi there mate,GREETING"
"hello good sir,GREETING"
"hello madam,GREETING"
"hey folks,GREETING"
"hi everyone,GREETING"
"hello people,GREETING"
"hey team,GREETING"
"sup buddy,GREETING"
"yo mate,GREETING"
"hey hey,GREETING"
"hi again,GREETING"
"hello hello,GREETING"
"hello there you,GREETING"
"hey you there,GREETING"
"hi to you,GREETING"
"greeting,GREETING"
"hi,GREETING"
"hey,GREETING"
"hello,GREETING"
